route_id,service_id,trip_id,trip_headsign,direction_id,block_id
6,1,688,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,689,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,690,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,691,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,692,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,693,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,694,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,695,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,696,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,697,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,698,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,699,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,700,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,701,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,702,"HOBOKEN/WEST SIDE/22ND",1,"170B42052"
6,1,703,"HOBOKEN/WEST SIDE/22ND",1,"170B42004"
6,1,704,"HOBOKEN/WEST SIDE/22ND",1,"170B42001"
